stock_flow,filler_flow,steam_pressure,machine_speed,moisture,ash,basis_weight,target_basis_weight,bw_deviation,off_spec
104.96714153011233,18.72872095393189,49.57204215610223,891.3946070124642,5.3482862476668185,2.068349411498793,70.09714016219796,70,0.1387716602827993,0
98.61735698828815,18.63975767484844,52.55600429557078,898.0406457755814,5.283323592535666,2.0049021722526166,74.72507176531565,80,6.593660293355441,1
106.47688538100692,14.613070482109954,50.22095151163886,903.8576927152549,4.063480154194509,1.8275379734330541,77.06485796853707,95,18.87909687522414,1
115.23029856408026,19.00972942489569,55.88334437556895,956.8116876987708,5.579584221763739,1.998989335660885,80.74834455462346,85,5.001947582795932,1
97.65846625276664,22.198487245465234,64.5774282516953,855.1669614907954,3.509917324423382,2.1963366501971775,85.12081163303439,90,5.421320407739564,1
97.6586304305082,16.177303642769616,48.831662742870364,849.2191805092405,4.345815674239671,1.9495351484084642,83.47067971685883,90,7.2548003146013045,1
115.79212815507391,23.145447953151777,63.00656398214731,974.1971845285785,3.000912187102192,2.1679070520921098,74.10337600776258,80,7.3707799902967785,1
107.67434729152909,21.463324463253013,48.746623421224896,872.241315487122,6.558626516962814,1.665332488630781,78.14143868917174,75,4.188584918895648,1
95.30525614065049,17.797300034086888,48.218982300024926,824.217878785376,4.768450506054704,1.758442539541718,80.38187794351283,75,7.17583725801711,1
105.42560043585965,19.575411087986456,61.548756946745705,870.8922034740078,7.166884034816311,1.70627179869041,78.6889643777675,95,17.169511181297363,1
95.36582307187538,24.7949654229231,62.375491024060935,880.19683588536,5.802949926519495,1.7739474512830373,78.65352387065853,85,7.46644250510761,1
95.34270246429743,22.2006434405176,61.811279494101235,993.2977636635459,5.448098213351025,2.5148724186824367,71.38628337672864,95,24.85654381396985,1
102.41962271566034,20.026350964694444,44.47362073425487,955.4895727426042,4.413772305719001,2.2904155172441443,74.2363292443018,85,12.663142065527294,1
80.86719755342202,19.286950049117046,51.27239217542359,968.8512369979345,3.9536499643125804,1.5692307525262617,77.98530075430364,85,8.252587347878073,1
82.75082167486967,20.22982721135498,61.58390873602657,949.1984185408072,5.522971573896945,2.174999318563382,64.53387162527419,80,19.332660468407266,1
94.37712470759027,18.46470932617309,55.332334724511156,956.7746202969189,4.928485990727018,1.843767074940572,83.20322160004928,80,4.004027000061594,1
89.87168879665576,13.685751482842957,46.410457230420285,858.7150724051809,3.660729684514699,1.7270461658113738,73.13660450144465,85,13.95693588065335,1
103.14247332595274,26.12653373160419,58.66654351300353,888.083870678791,3.4831415834916815,1.4057042137109972,83.43419066632569,75,11.24558755510092,1
90.91975924478788,20.465974997598206,49.281541928068236,840.6050812185871,4.041296270856416,2.3887674775280976,82.99458002235455,70,18.56368574622079,1
85.87696298664709,21.194441795367613,69.3561987871377,887.370718167778,6.82096722526623,1.4544547401331445,77.28153478443808,85,9.08054731242579,1
114.65648768921554,19.826276750369274,67.35873169934607,941.0462994560845,7.213277918011304,1.9792147287960502,85.00274162850769,75,13.336988838010255,1
97.74223699513465,17.794649597826236,59.83277941084454,908.0749970887348,5.204989147308909,1.6214755017100524,83.71598672462467,75,11.621315632832895,1
100.67528204687923,19.44222655715369,65.88805363815818,978.6888491376177,5.148942796241289,2.31033757882797,78.4551926458268,90,12.827563726859111,1
85.75251813786544,15.201815713417066,55.51833080098705,831.5150524663668,4.663679628170479,1.8662592694744198,77.89120192404151,95,18.009261132587884,1
94.55617275474818,26.831259494159912,61.12349995500013,930.0143010418944,4.065514651690497,1.946214937791862,85.48616392832179,70,22.123091326173984,1
101.10922589709867,16.29646400473281,66.82176236241659,825.101831887841,6.3751790576072445,1.9597062948279869,81.16006919703833,85,4.517565650543147,1
88.49006422577698,16.904101148458462,56.963989454354504,905.6505881504186,6.873576393897136,2.1210281339743133,85.22348584184071,70,21.747836916915304,1
